.level1,.level2,n,pct,pct_nonmiss,redacted
E54000005,Oxford/AZ and Pfizer,15,0.050335570469798654,0.050335570469798654,FALSE
E54000006,Oxford/AZ and Pfizer,14,0.04697986577181208,0.04697986577181208,FALSE
E54000007,Oxford/AZ and Pfizer,8,0.026845637583892617,0.026845637583892617,FALSE
E54000008,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000009,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000012,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000015,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000016,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000017,Oxford/AZ and Pfizer,6,0.020134228187919462,0.020134228187919462,FALSE
E54000020,Oxford/AZ and Pfizer,7,0.02348993288590604,0.02348993288590604,FALSE
E54000022,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000023,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000024,Oxford/AZ and Pfizer,23,0.07718120805369127,0.07718120805369127,FALSE
E54000025,Oxford/AZ and Pfizer,10,0.03355704697986577,0.03355704697986577,FALSE
E54000026,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000027,Oxford/AZ and Pfizer,7,0.02348993288590604,0.02348993288590604,FALSE
E54000033,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000036,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000037,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000040,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000041,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000042,Oxford/AZ and Pfizer,17,0.05704697986577181,0.05704697986577181,FALSE
E54000043,Oxford/AZ and Pfizer,-,-,-,TRUE
E54000049,Oxford/AZ and Pfizer,147,0.49328859060402686,0.49328859060402686,FALSE
E54000005,Pfizer,87747,0.09790361937788072,0.09791181275273828,FALSE
E54000006,Pfizer,48880,0.05453780659385289,0.05454237076314685,FALSE
E54000007,Pfizer,4370,0.004875822725350597,0.004876230774037474,FALSE
E54000008,Pfizer,6069,0.006771480119028094,0.006772046811815431,FALSE
E54000009,Pfizer,54706,0.061038159728382085,0.0610432679003419,FALSE
E54000010,Pfizer,3252,0.003628415446874174,0.003628719102327201,FALSE
E54000012,Pfizer,29277,0.03266578076203419,0.0326685145014863,FALSE
E54000013,Pfizer,25905,0.02890347544627167,0.028905894325272487,FALSE
E54000014,Pfizer,27251,0.030405273475635947,0.030407818037367328,FALSE
E54000015,Pfizer,31446,0.035085840142191044,0.03508877641198682,FALSE
E54000016,Pfizer,8794,0.009811895891700948,0.009812717031323925,FALSE
E54000017,Pfizer,24387,0.027209768604834095,0.02721204574060684,FALSE
E54000020,Pfizer,32917,0.03672710678498068,0.03673018040938022,FALSE
E54000021,Pfizer,18893,0.021079844107562657,0.02108160824116476,FALSE
E54000022,Pfizer,32281,0.03601749047987245,0.03602050471778117,FALSE
E54000023,Pfizer,16732,0.01866871071866503,0.018670273068923347,FALSE
E54000024,Pfizer,26862,0.029971247150656227,0.029973755389518224,FALSE
E54000025,Pfizer,31248,0.03486492185852527,0.034867839640073915,FALSE
E54000026,Pfizer,36140,0.04032316551354017,0.04032654008551815,FALSE
E54000027,Pfizer,29186,0.032564247611460526,0.032566972853788956,FALSE
E54000029,Pfizer,2207,0.0024624578386381614,0.002462663917231283,FALSE
E54000033,Pfizer,33549,0.0374322600944593,0.03743539273184971,FALSE
E54000035,Pfizer,1939,0.002163437131454189,0.0021636181855511816,FALSE
E54000036,Pfizer,10693,0.011930703066859023,0.011931701525579569,FALSE
E54000037,Pfizer,39931,0.0445529696215045,0.044556698178052724,FALSE
E54000040,Pfizer,32278,0.03601414323315024,0.036017157190934006,FALSE
E54000041,Pfizer,34724,0.038743265060657686,0.03874650741365612,FALSE
E54000042,Pfizer,36858,0.04112427322905544,0.04112771484427305,FALSE
E54000043,Pfizer,37730,0.04209720627631076,0.04210072931451577,FALSE
E54000044,Pfizer,298,3.32493174406059e-4,3.3252100015175454e-4,FALSE
E54000049,Pfizer,89634,0.10000903756614997,0.10001740713960526,FALSE
(missing),Pfizer,75,8.368116805521619e-5,0,FALSE
